200;rozmiar
step
20;157
133;1
4;181
89;189
171;48
187;89
156;191
81;197
126;21
175;128
84;137
160;62
99;30
135;177
79;96
127;53
50;64
75;30
6;109
193;40
171;6
136;168
180;40
164;80
5;139
79;34
188;194
194;124
65;100
14;21
159;145
104;143
192;75
133;3
9;181
5;71
81;150
53;189
29;131
82;190
60;143
196;103
199;99
14;189
74;80
177;49
134;116
134;62
77;194
55;137
174;173
167;175
46;78
176;164
159;155
105;190
139;174
139;69
192;75
99;29
135;62
187;90
50;64
133;0
81;196
135;176
50;63
192;76
51;63
167;176
4;180
78;34
53;189
194;123
136;168
134;62
158;145
192;76
158;155
4;71
134;61
191;76
191;75
104;190
127;52
81;149
77;34
80;149
51;63
20;156
140;69
161;62
14;20
127;51
168;176
78;34
194;122
80;148
103;190
80;148
step
20;155
133;0
4;180
89;189
171;48
188;90
155;191
82;196
125;21
174;128
84;136
161;61
99;28
134;176
79;96
127;50
51;63
75;30
6;108
194;40
171;6
136;167
181;40
164;80
4;139
78;33
188;193
193;122
65;100
14;20
158;145
104;144
190;75
133;3
8;181
5;71
79;148
53;189
29;131
81;190
59;143
196;103
199;99
14;189
75;80
177;49
134;116
135;61
76;194
54;137
174;173
167;176
45;78
176;164
157;155
103;190
139;174
141;69
190;75
100;28
136;61
188;90
51;62
133;1
83;196
133;176
51;61
189;75
51;61
167;176
4;180
77;33
53;189
192;122
137;167
135;61
158;144
189;75
158;155
4;71
135;60
189;75
188;75
103;190
127;50
79;148
77;33
79;147
51;61
20;155
140;69
160;61
14;21
128;50
167;176
77;32
191;122
79;147
103;189
79;147
step
21;155
133;1
4;180
89;189
171;47
187;90
154;191
82;196
125;22
174;128
83;136
160;60
100;28
133;176
78;96
127;50
51;61
74;30
5;108
194;40
171;6
137;166
181;39
163;80
3;139
77;32
188;193
191;122
64;100
15;21
158;144
103;144
187;75
132;3
7;181
4;70
78;147
53;189
30;131
81;190
59;143
196;103
199;98
14;188
75;81
177;48
133;116
136;60
76;194
55;137
175;173
167;177
45;77
177;164
158;154
102;189
139;174
139;69
188;75
101;28
136;59
186;90
51;60
132;1
82;195
132;176
50;60
188;74
50;60
167;177
4;180
76;32
53;188
192;122
136;166
135;59
158;143
187;74
158;154
4;69
134;59
186;74
186;74
103;189
127;49
77;147
75;32
77;147
51;60
20;155
138;69
159;60
15;21
126;49
167;176
75;33
192;122
77;146
103;189
76;146
step
20;155
132;0
4;179
89;189
172;47
186;90
153;191
82;194
126;22
174;127
84;136
159;60
101;27
132;175
77;96
126;49
51;59
74;29
5;108
193;40
171;5
136;166
182;39
162;80
2;139
75;32
188;194
193;122
64;100
16;21
159;143
103;144
187;74
132;2
7;182
4;69
76;146
52;188
31;131
80;190
58;143
196;102
199;98
14;188
75;81
178;48
132;116
133;59
76;194
55;137
174;173
167;175
44;77
177;164
157;154
104;189
139;173
138;70
186;74
100;27
133;59
186;90
52;59
132;0
82;194
132;175
52;59
185;74
51;59
166;175
4;178
75;31
51;188
192;122
136;166
132;59
158;143
186;74
158;154
4;69
132;59
186;75
185;75
103;189
126;49
76;145
75;30
76;145
51;59
21;155
139;70
160;60
17;21
126;49
166;174
74;30
191;122
77;145
103;189
77;144
step
21;156
132;0
3;178
90;189
171;47
186;89
152;191
82;193
126;21
173;127
83;136
160;59
100;27
133;175
76;96
127;49
51;59
74;29
5;107
193;41
170;5
137;166
181;39
162;80
2;139
74;31
188;194
192;122
64;99
17;21
158;143
103;144
185;76
132;2
7;182
3;69
77;144
51;187
32;131
80;189
57;143
196;102
199;97
14;187
76;81
178;49
132;116
133;59
76;193
55;138
174;173
165;174
44;76
177;164
157;154
103;189
138;173
140;70
184;76
99;27
133;59
185;89
51;58
132;1
81;193
134;175
52;58
184;76
52;59
164;174
3;178
75;31
52;187
192;122
138;166
133;59
159;143
184;75
157;153
2;69
133;59
183;75
184;75
104;189
127;49
76;144
75;31
77;144
51;59
20;156
141;70
159;59
17;20
128;49
164;173
75;31
191;122
78;144
104;189
78;144
step
19;156
131;1
3;178
90;189
171;47
184;89
151;191
80;193
127;21
173;126
84;136
159;59
99;26
134;174
76;97
128;49
50;59
73;29
6;107
193;40
169;5
137;166
180;39
162;80
3;139
75;31
187;194
192;122
65;99
17;20
160;143
103;143
183;75
131;2
7;182
2;69
78;144
51;187
32;131
79;189
57;142
195;102
199;97
14;186
77;81
178;49
131;116
134;59
76;193
54;138
174;173
163;173
44;76
177;163
156;153
104;188
139;173
140;70
183;75
99;25
133;59
184;89
51;59
131;0
79;193
134;174
52;59
183;75
51;59
162;173
3;178
74;31
52;187
192;121
137;167
133;59
160;142
182;75
156;153
2;68
133;58
182;74
181;74
104;187
128;49
78;144
74;31
77;144
51;59
19;156
139;70
158;59
17;21
127;49
163;173
75;31
192;120
77;143
103;187
77;142
step
19;156
132;0
3;177
89;189
171;46
184;88
150;191
78;193
127;21
172;126
83;136
158;58
99;26
134;174
76;98
126;49
51;59
72;29
7;107
193;40
169;6
136;167
179;39
161;80
3;139
75;30
188;194
192;119
65;99
16;21
159;142
103;143
181;73
130;2
8;182
2;68
78;142
52;187
33;131
78;189
56;142
194;102
198;97
13;186
77;82
177;49
131;116
132;58
75;193
54;137
174;173
164;173
45;76
177;163
156;152
103;187
140;173
139;70
180;73
100;26
131;58
