200;rozmiar
step
10;55
95;145
89;39
60;85
77;130
107;143
3;191
108;42
182;29
191;74
72;6
85;147
126;6
130;181
146;127
8;60
80;166
41;27
175;143
24;40
80;33
46;96
134;191
180;26
51;63
147;181
167;181
25;184
19;112
179;50
4;6
128;142
122;57
16;94
122;160
67;135
175;176
139;169
14;81
134;181
169;112
72;172
129;85
137;7
66;34
114;123
189;170
105;139
27;122
109;178
78;32
125;15
140;185
60;48
152;44
72;161
32;108
164;103
79;75
111;59
4;114
37;13
101;198
55;32
20;112
128;142
14;81
147;181
10;54
71;161
121;160
11;54
125;6
37;13
80;33
37;12
70;161
60;85
164;103
10;54
72;171
41;27
147;182
175;176
41;28
46;95
66;33
165;103
164;103
79;166
126;15
2;191
15;94
169;113
9;54
168;113
163;103
69;161
128;142
14;81
step
8;54
94;145
89;39
61;85
76;130
107;142
2;191
108;42
182;29
191;73
72;5
85;148
125;7
130;180
146;127
8;59
79;165
42;28
175;142
24;39
80;33
46;94
134;192
180;26
50;63
148;182
167;180
25;183
19;112
178;50
4;5
127;142
122;56
14;94
122;160
67;134
175;176
138;169
13;81
134;180
167;113
71;171
130;85
136;7
66;34
113;123
189;170
105;138
27;122
108;178
79;32
125;15
139;185
59;48
151;44
68;161
31;108
163;102
79;74
111;59
3;114
38;12
100;198
56;32
19;112
126;142
13;80
148;181
8;54
69;161
122;159
8;54
126;7
38;11
79;33
38;11
69;162
62;85
163;101
8;53
70;171
42;27
149;181
174;176
42;27
46;94
66;35
162;101
162;100
79;166
126;15
2;191
13;94
167;113
8;52
168;113
161;100
69;161
127;142
13;80
step
8;52
95;145
88;39
62;85
75;130
107;141
1;191
107;42
183;29
192;73
72;6
84;148
126;6
130;180
146;127
7;59
79;166
41;27
175;143
23;39
79;32
46;93
135;192
180;26
50;63
149;181
167;179
25;182
18;112
178;50
4;5
128;142
121;56
13;93
121;159
66;134
174;176
139;169
14;80
133;180
167;113
71;171
129;85
136;6
65;35
112;123
189;171
105;137
27;121
108;178
79;32
126;15
139;184
59;48
151;43
70;161
31;107
162;100
78;74
111;58
3;114
39;11
99;198
55;32
18;112
128;142
15;80
148;181
7;52
70;161
121;159
6;52
126;7
40;11
78;32
40;10
71;161
63;85
162;101
7;52
70;171
40;27
147;181
175;176
41;27
46;92
65;34
162;101
161;101
78;166
125;15
1;190
14;93
166;113
7;51
165;113
161;100
71;160
128;141
15;80
step
7;51
95;144
88;39
62;85
76;130
108;141
2;190
106;42
182;29
193;73
72;6
84;147
126;7
131;180
145;127
7;59
78;166
41;27
175;142
23;39
79;32
46;92
136;192
180;26
50;63
147;181
167;178
26;182
19;112
177;50
3;5
128;141
121;56
13;93
121;159
65;134
175;176
138;169
14;80
133;179
165;112
69;171
129;85
137;6
64;34
112;122
188;171
104;137
26;121
108;179
80;32
124;15
138;184
59;49
150;43
70;160
30;107
161;100
79;74
111;58
2;114
39;10
99;198
55;32
19;112
128;140
14;80
146;181
8;51
69;160
120;159
8;51
126;7
39;10
78;32
39;11
69;159
61;85
161;99
9;51
69;172
40;27
146;181
176;176
40;27
46;92
63;34
161;98
161;97
77;166
125;15
2;190
13;92
166;112
9;51
165;112
161;97
69;159
128;140
13;80
step
9;50
95;144
88;38
62;85
77;130
108;140
1;190
106;41
181;29
193;73
72;5
84;147
126;6
132;180
146;127
6;59
78;166
40;26
175;142
23;39
77;32
46;93
136;191
179;26
50;62
146;182
166;178
25;182
20;112
177;50
3;5
127;140
122;56
13;92
120;159
64;134
175;176
139;169
13;80
133;179
165;111
70;172
130;85
137;6
63;33
111;122
187;171
105;137
26;120
108;179
80;31
126;15
139;184
59;48
151;43
69;158
30;107
161;97
80;74
112;58
2;113
38;11
99;197
54;32
19;112
126;140
14;80
145;182
9;50
69;158
121;159
8;50
127;6
37;11
76;32
38;11
69;157
61;85
161;97
7;50
70;172
39;26
144;182
175;176
38;26
46;94
62;33
160;97
159;97
78;166
125;15
0;190
14;92
166;111
6;50
166;111
160;97
69;158
125;140
14;79
step
6;50
95;145
87;38
61;85
76;130
108;139
0;189
105;41
180;29
193;72
72;4
85;147
127;5
131;180
146;127
5;59
79;166
37;26
175;142
22;39
76;31
46;95
136;191
179;26
49;62
144;183
166;178
24;182
19;112
177;49
3;5
125;140
122;56
14;92
121;159
63;134
176;176
139;168
15;79
133;179
166;111
70;172
129;85
136;6
61;33
110;122
186;171
106;137
26;120
107;179
79;31
124;15
138;184
59;48
151;42
69;158
31;107
160;97
80;73
112;58
2;112
38;11
99;196
53;32
18;112
126;140
15;79
144;183
6;49
69;158
121;158
6;49
126;5
37;11
76;30
37;10
69;159
62;85
159;97
5;49
70;173
37;25
144;183
176;176
38;25
46;94
62;33
160;97
160;96
78;166
124;16
0;189
13;92
166;110
5;49
166;110
160;95
70;159
126;141
16;79
step
5;49
95;144
86;38
61;85
76;130
107;139
0;188
105;40
180;30
192;72
72;3
84;147
127;5
131;180
146;128
5;59
77;166
38;25
176;142
22;39
75;30
47;94
136;190
180;26
49;61
144;182
165;178
25;182
18;112
176;49
4;5
127;141
122;56
14;92
122;158
62;134
176;176
138;168
16;78
133;179
166;109
69;173
129;85
135;6
63;33
109;122
186;171
106;137
26;120
106;179
79;31
124;16
137;184
59;48
151;41
70;158
30;107
159;95
80;72
112;58
1;112
